Id,Sales
1,5851.986
2,5851.968
3,5851.947
4,5851.9185
5,5851.8774
6,5851.821
7,5851.7393
8,5851.619
9,5851.447
10,5851.2095
11,5850.908
12,5850.554
13,5850.1675
14,5849.785
15,5849.488
16,5849.3213
17,5849.2144
18,5849.169
19,5849.1855
20,5849.3022
21,5849.552
22,5849.8867
23,5850.2446
24,5850.574
25,5850.7827
26,5850.959
27,5851.108
28,5851.145
29,5851.036
30,5850.817
31,5850.565
32,5851.2046
33,5853.229
34,5855.772
35,5857.75
36,5858.873
37,5858.3013
38,5855.703
39,5853.7856
40,5854.152
41,5856.7114
42,5858.2515
43,5859.024
44,5863.378
45,5866.7715
46,5849.7305
47,5836.598
48,5759.172
49,5851.986
50,5851.9683
51,5851.947
52,5851.9185
53,5851.878
54,5851.8203
55,5851.7393
56,5851.6196
57,5851.4473
58,5851.2104
59,5850.909
60,5850.554
61,5850.1685
62,5849.7866
63,5849.4883
64,5849.3213
65,5849.216
66,5849.1704
67,5849.187
68,5849.3076
69,5849.558
70,5849.895
71,5850.256
72,5850.592
73,5850.8003
74,5850.984
75,5851.1455
76,5851.1846
77,5851.1104
78,5850.8936
79,5850.64
80,5851.282
81,5853.3237
82,5855.8906
83,5857.877
84,5858.978
85,5858.36
86,5855.7246
87,5853.7905
88,5854.1494
89,5856.7075
90,5858.251
91,5859.022
92,5863.367
93,5866.785
94,5850.0776
95,5835.699
96,5759.172
97,5851.9854
98,5851.968
99,5851.947
100,5851.9185
101,5851.878
102,5851.821
103,5851.7393
104,5851.6196
105,5851.448
106,5851.2104
107,5850.909
108,5850.5547
109,5850.169
110,5849.786
111,5849.4883
112,5849.321
113,5849.2144
114,5849.169
115,5849.1855
116,5849.3022
117,5849.551
118,5849.8853
119,5850.243
120,5850.573
121,5850.7827
122,5850.9585
123,5851.107
124,5851.145
125,5851.036
126,5850.817
127,5850.5645
128,5851.2007
129,5853.223
130,5855.767
131,5857.7456
132,5858.8716
133,5858.3057
134,5855.709
135,5853.7886
136,5854.147
137,5856.7036
138,5858.2505
139,5859.0205
140,5863.363
141,5866.786
142,5849.777
143,5836.704
144,5759.172
145,5851.986
146,5851.968
147,5851.947
148,5851.9185
149,5851.878
150,5851.821
151,5851.7397
152,5851.6196
153,5851.448
154,5851.211
155,5850.909
156,5850.5547
157,5850.17
158,5849.7866
159,5849.4883
160,5849.321
161,5849.2153
162,5849.1685
163,5849.1855
164,5849.3022
165,5849.551
166,5849.8853
167,5850.243
168,5850.5728
169,5850.782
170,5850.958
171,5851.1074
172,5851.145
173,5851.036
174,5850.8184
175,5850.5645
176,5851.1997
177,5853.2197
178,5855.763
179,5857.7446
180,5858.871
181,5858.3076
182,5855.713
183,5853.7896
184,5854.144
185,5856.7
186,5858.2495
187,5859.0186
188,5863.3545
189,5866.794
190,5849.7974
191,5836.756
192,5759.172
193,5851.986
194,5851.968
195,5851.947
196,5851.9185
197,5851.878
198,5851.8203
199,5851.7393
200,5851.6196
201,5851.448
202,5851.2114
203,5850.909
204,5850.555
205,5850.1704
206,5849.7866
207,5849.4893
208,5849.3213
209,5849.2153
210,5849.1685
211,5849.1855
212,5849.3022
213,5849.55
214,5849.8853
215,5850.243
216,5850.572
217,5850.7817
218,5850.958
219,5851.1074
220,5851.145
221,5851.036
222,5850.818
223,5850.5645
224,5851.1987
225,5853.2163
226,5855.761
227,5857.742
228,5858.87
229,5858.3096
230,5855.7153
231,5853.7905
232,5854.1416
233,5856.697
234,5858.249
235,5859.0166
236,5863.348
237,5866.8013
238,5849.8228
239,5836.81
240,5759.172
241,5851.986
242,5851.968
243,5851.947
