Id,Sales
1,5327.88
857,5916.091
1713,6308.595
2569,7108.111
3425,0.2445127
4281,5233.7593
5137,5228.1807
5993,4887.9727
6849,4582.981
7705,4747.1416
8561,5097.1885
9417,0.8794556
10273,2861.5425
11129,5165.6675
11985,1513.5358
12841,5622.5493
13697,5641.5557
14553,7886.034
15409,0.74969834
16265,4564.7397
17121,4432.9497
17977,4677.713
18833,4243.214
19689,1897.8175
20545,5158.8926
21401,0.37817475
22257,4556.9697
23113,5591.8125
23969,5229.248
24825,5627.4966
25681,5869.0923
26537,7117.405
27393,0.4058719
28249,4966.16
29105,4816.976
29961,4713.6387
30817,4304.729
31673,4550.5977
32529,5482.8228
33385,0.44984782
34241,5349.1953
35097,5605.564
35953,5502.134
36809,5906.292
37665,5683.696
38521,6460.6553
39377,2.3829403
40233,5700.184
2,7230.572
858,7747.9053
1714,8028.976
2570,9274.631
3426,0.10613257
4282,3667.4434
5138,4737.827
5994,4882.353
6850,4812.8013
7706,4777.705
8562,4707.811
9418,0.71227664
10274,2182.5378
11130,7685.184
11986,1993.1311
12842,7763.21
13698,7801.2134
14554,10574.643
15410,0.07226144
16266,3863.1143
17122,4560.0576
17978,4499.154
18834,4391.456
19690,4518.107
20546,4879.9272
21402,0.12999666
22258,3375.5266
23114,7277.3843
23970,7331.7344
24826,7686.401
25682,7973.9214
26538,9344.35
27394,0.008195137
28250,3034.1184
29106,3371.311
29962,3753.642
30818,3692.846
31674,4966.634
32530,5645.378
33386,0.08618147
34242,3536.3765
35098,6663.855
35954,6946.1587
36810,7142.6084
37666,7990.671
38522,8655.955
39378,0.18950926
40234,5436.724
3,10897.566
859,11162.873
1715,12403.173
2571,14251.635
3427,1.0054156
4283,6381.9414
5139,8527.247
5995,8509.884
6851,8810.48
7707,9003.58
8563,9164.163
9419,1.4382178
10275,3727.1245
11131,12768.382
11987,3860.9297
12843,12002.108
13699,13264.954
14555,14904.311
15411,0.49828452
16267,7697.0454
17123,8030.784
17979,8201.17
18835,8129.9014
19691,3735.6172
20547,9049.891
21403,0.50740045
22259,7514.893
23115,10654.144
23971,10614.891
24827,10388.842
25683,11227.718
26539,13335.432
27395,0.35604757
28251,6471.6025
29107,8415.625
29963,8294.871
30819,8469.996
31675,8746.305
32531,9966.736
33387,0.46175715
34243,7524.7124
35099,10972.795
35955,11438.334
36811,11348.306
37667,12025.013
38523,13286.707
39379,2.213065
40235,11737.797
4,7265.6147
860,7574.3247
1716,8215.207
2572,8929.111
3428,0.2685008
4284,3823.8518
5140,5299.567
5996,5551.0576
6852,5238.069
7708,5425.152
8564,5458.1006
9420,0.9921433
10276,2380.907
11132,7912.562
11988,2649.297
12844,7882.718
13700,8671.722
14556,9780.677
15412,0.6026224
16268,4495.709
17124,4483.6323
17980,5103.425
18836,4688.769
19692,2205.782
20548,5387.8823
21404,0.6007338
22260,4703.053
23116,6366.608
23972,6491.98
24828,6400.803
25684,6687.784
26540,7709.9697
27396,0.42234892
28252,4037.9521
29108,5001.495
29964,5184.1436
30820,4817.4443
31676,5073.933
32532,5714.1416
33388,0.46963367
34244,4527.952
35100,6444.659
35956,6810.7505
36812,6763.964
37668,7100.386
38524,7475.3247
39380,1.6798984
40236,6717.6465
5,8581.545
861,8897.215
1717,9679.273
2573,10582.109
3429,0.38073754
4285,6115.801
5141,7131.4507
5997,6664.6562
6853,6824.334
7709,6802.933
8565,6921.886
9421,1.2814449
10277,3526.0854
11133,9349.083
11989,2908.656
12845,8961.994
13701,9961.785
14557,11086.257
15413,0.6009245
16269,7411.437
17125,7354.539
17981,7066.45
18837,6981.8345
19693,3193.5056
20549,7941.6333
21405,0.61719036
22261,7426.481
23117,9204.616
23973,9135.931
24829,9415.49
25685,9611.08
26541,10712.048
27397,0.4045925
28253,6467.6406
29109,5228.4453
29965,5283.305
30821,5167.6733
31677,6709.1743
32533,7580.4175
33389,0.41473487
34245,6670.7173
35101,7958.725
35957,8235.989
36813,8263.9795
37669,8518.5
38525,8820.52
39381,1.6845652
40237,10841.214
6,6947.8687
862,7302.792
1718,7984.104
2574,8711.7705
3430,0.24014537
4286,4534.3535
