Id,Sales
1,5642.293
857,5553.282
1713,5667.828
2569,6808.4507
3425,0.6923605
4281,3544.945
5137,4757.527
5993,3810.136
6849,4462.8184
7705,4556.9263
8561,4756.3423
9417,0.7840466
10273,3738.1697
11129,2447.1016
11985,3242.8704
12841,5595.062
13697,5752.9653
14553,5756.1045
15409,0.46389487
16265,3509.1934
17121,3844.5347
17977,3764.981
18833,2677.2444
19689,3410.9355
20545,3851.384
21401,0.45473322
22257,3585.0735
23113,4908.624
23969,4739.364
24825,4650.942
25681,4646.933
26537,6249.2983
27393,0.5039067
28249,3017.9297
29105,3179.31
29961,2974.9607
30817,3478.053
31673,3786.6855
32529,4246.587
33385,0.60603034
34241,3813.6704
35097,4908.0015
35953,4598.5483
36809,4994.759
37665,3816.3232
38521,6958.9307
39377,0.7337712
40233,4060.792
2,6588.5894
858,6844.803
1714,7274.99
2570,8257.455
3426,0.14157021
4282,3667.2861
5138,5202.9883
5994,4023.6716
6850,5030.2637
7706,4415.0527
8562,4932.288
9418,0.13713005
10274,2848.651
11130,4063.5396
11986,3873.594
12842,7597.1304
13698,7145.4565
14554,8218.617
15410,0.2173766
16266,3573.274
17122,5036.5005
17978,4856.3794
18834,4324.843
19690,4466.6343
20546,4747.4585
21402,0.16266441
22258,3096.9446
23114,6539.8535
23970,6461.13
24826,6326.148
25682,6969.479
26538,8522.124
27394,0.111755624
28250,2810.923
29106,3899.2744
29962,3508.4202
30818,4173.933
31674,5076.4453
32530,5713.4717
33386,0.18078597
34242,3098.9658
35098,7106.47
35954,6810.2305
36810,7108.721
37666,7168.249
38522,10398.775
39378,0.28566444
40234,2285.5652
3,9918.516
859,9741.139
1715,10188.517
2571,11596.015
3427,0.6474903
4283,4761.9307
5139,7664.614
5995,6221.572
6851,7569.1973
7707,7928.7446
8563,7900.263
9419,0.95705765
10275,5068.4287
11131,7132.158
11987,7198.7114
12843,11325.577
13699,11399.116
14555,11717.73
15411,0.6570186
16267,6319.0557
17123,7922.13
17979,7650.773
18835,5682.1562
19691,7269.7114
20547,8082.384
21403,0.54454696
22259,5727.325
23115,10444.768
23971,9949.546
24827,9867.348
25683,10018.058
26539,13082.747
27395,0.45248052
28251,4279.709
29107,6558.412
29963,6011.507
30819,7267.6113
31675,7919.819
32531,8817.089
33387,0.5569298
34243,5767.756
35099,10647.824
35955,9661.096
36811,10419.426
37667,10316.221
38523,16228.427
39379,0.6078919
40235,4361.561
4,6729.6963
860,6577.6953
1716,6913.375
2572,8094.727
3428,0.25331935
4284,3072.7983
5140,4921.963
5996,4109.7485
6852,4919.714
7708,5046.907
8564,5260.9526
9420,0.5308721
10276,3242.1528
11132,3861.5483
11988,4856.1714
12844,7539.605
13700,7338.2266
14556,7890.383
15412,0.37317976
16268,4276.938
17124,4845.289
17980,4871.988
18836,3537.1624
19692,4497.2056
20548,4932.881
21404,0.2995454
22260,3859.9539
23116,6800.805
23972,6556.573
24828,6515.1924
25684,6710.212
26540,8545.574
27396,0.27079576
28252,2957.4194
29108,3964.4282
29964,3773.078
30820,4519.456
31676,4894.1772
32532,5348.0317
33388,0.35433707
34244,3844.0178
35100,6798.821
35956,6466.95
36812,7081.834
37668,5497.3022
38524,9586.955
39380,0.4672451
40236,2808.2412
5,7871.2007
861,7991.875
1717,8208.73
2573,9490.529
3429,0.33661532
4285,4311.39
5141,5895.322
5997,4791.0625
6853,5967.227
7709,6110.693
8565,6155.397
9421,0.5859032
10277,4559.1743
11133,3365.662
11989,5414.564
12845,9167.337
13701,8622.091
14557,9788.861
15413,0.48445752
16269,5818.2983
17125,6165.4746
17981,5893.455
18837,4543.6797
19693,5603.383
20549,6133.338
21405,0.3665266
22261,5316.5283
23117,8344.831
23973,8016.664
24829,6685.2075
25685,8267.424
26541,10132.243
27397,0.34489247
28253,4073.4321
29109,4522.2593
29965,4137.72
30821,4210.1455
31677,5855.661
32533,6350.6084
33389,0.39715683
34245,5183.7134
35101,7995.8325
35957,7440.448
36813,8082.0674
37669,6156.771
38525,10997.385
39381,0.51473016
40237,3158.723
6,6289.285
862,6171.6816
1718,6519.7925
2574,7747.994
3430,0.28531224
4286,3305.7546
5142,5072.7183
5998,4172.8384
6854,4973.7925
7710,5170.3506
8566,5509.7803
9422,0.55309266
10278,3522.3572
11134,3623.955
11990,4573.4785
12846,6422.2437
13702,6458.5664
14558,6418.3486
15414,0.34902507
16270,3899.7393
17126,4361.857
17982,4385.888
18838,3164.6252
19694,4031.8325
20550,4529.581
21406,0.31410965
22262,3966.8418
23118,5699.5103
23974,5494.8174
24830,5416.775
25686,5577.356
26542,7269.545
27398,0.35266122
28254,3367.2227
29110,3601.52
29966,3437.9575
30822,4092.715
31678,4430.819
32534,4932.627
33390,0.46642596
34246,4323.2095
35102,5719.9053
35958,5392.839
36814,5880.058
37670,4603.5957
38526,8194.72
39382,0.7062876
40238,3732.5042
7,7147.781
863,7465.592
1719,7718.7183
2575,8895.68
3431,0.6569591
4287,4799.543
5143,5316.7563
5999,4250.498
6855,5379.2144
7711,4779.5513
8567,5498.3247
9423,0.56823796
10279,3796.1794
11135,4235.7773
11991,4158.053
12847,8336.431
13703,7394.4414
14559,9451.426
15415,0.7151609
16271,4835.3574
17127,5927.546
17983,5672.4795
18839,5052.1045
19695,5420.9824
20551,5990.3687
21407,0.5720454
22263,3884.4578
23119,7562.003
23975,7332.9795
24831,7327.1763
25687,8075.895
26543,10197.772
27399,0.55586964
28255,3634.8125
29111,4944.6675
29967,4507.595
30823,5422.5854
31679,5629.7407
32535,6306.129
33391,0.5739154
34247,3975.896
35103,7543.439
35959,7134.404
36815,7657.022
37671,7429.7046
38527,9961.605
39383,0.80083346
40239,3343.4028
8,7298.753
864,7628.3887
1720,7887.034
2576,9135.556
3432,0.21680495
4288,5150.666
5144,6003.9766
6000,4757.9077
6856,6175.1973
7712,5674.314
8568,6204.2856
9424,0.20643292
10280,4080.498
11136,4869.442
11992,4856.2363
12848,8718.895
13704,7873.2056
14560,10325.453
15416,0.347557
16272,5406.1885
17128,6073.602
17984,5959.4907
18840,5341.1396
19696,5716.895
20552,6431.371
21408,0.25901118
22264,4550.6978
23120,7933.5483
23976,7612.9727
24832,7616.335
25688,8338.34
26544,10391.855
27400,0.22281927
28256,3938.672
29112,5051.589
29968,4518.008
30824,5514.9385
31680,5826.028
32536,6547.9365
33392,0.22686405
34248,4740.137
35104,7998.8154
35960,7680.626
36816,8183.7925
37672,7818.063
38528,10684.457
39384,0.46165326
40240,3489.119
9,5680.807
865,5744.7666
1721,5940.8135
2577,7465.485
3433,0.02128455
4289,4098.302
5145,3953.5598
6001,3033.5657
6857,3869.9783
7713,3280.1843
8569,4143.558
9425,0.0
10281,3134.3884
11137,3529.9558
11993,3520.691
12849,6784.1616
13705,6968.9604
14561,7625.6025
15417,0.10719873
16273,4174.897
17129,4045.7168
17985,4021.7646
18841,3447.2512
19697,3718.2502
20553,4087.7246
21409,0.0
22265,3371.324
23121,5983.373
23977,5325.441
24833,5631.0723
