Id,Sales
1,4416.4976
857,4829.633
1713,5204.104
2569,6763.1587
3425,0.04652765
4281,4528.744
5137,4034.352
5993,3697.9565
6849,4003.8918
7705,3896.9038
8561,4256.7812
9417,0.018964313
10273,4459.585
11129,3779.1655
11985,4018.0063
12841,4747.8066
13697,4447.117
14553,5606.8716
15409,0.12726003
16265,6725.642
17121,4327.917
17977,4414.51
18833,4346.2026
19689,3973.7415
20545,4362.035
21401,0.042025607
22257,5429.279
23113,3885.9124
23969,4278.2993
24825,4374.8906
25681,4439.4453
26537,5566.2354
27393,0.040435627
28249,4627.831
29105,4409.4087
29961,3558.6135
30817,3955.1465
31673,3586.809
32529,4030.813
33385,0.34329066
34241,3115.67
35097,4037.5938
35953,4010.9448
36809,4341.173
37665,4159.364
38521,5350.9004
39377,-0.118273795
40233,285.66046
2,7151.57
858,7294.8745
1714,9283.882
2570,10084.913
3426,-0.012348066
4282,3963.2817
5138,6110.7183
5994,2740.4326
6850,2610.4465
7706,2878.1118
8562,2882.2637
9418,0.1293099
10274,3428.0728
11130,6316.1553
11986,6408.199
12842,7238.9053
13698,7714.892
14554,12606.512
15410,0.031230468
16266,3975.6711
17122,5811.2705
17978,5595.9453
18834,5707.13
19690,6216.1943
20546,6077.4346
21402,0.0277045
22258,3722.4658
23114,7649.6865
23970,7795.034
24826,7652.445
25682,9218.402
26538,10307.515
27394,-0.05260939
28250,3890.2183
29106,5403.8955
29962,5494.2637
30818,5423.901
31674,6400.209
32530,6801.7275
33386,-0.020393
34242,4162.5947
35098,7498.7617
35954,7667.196
36810,7883.848
37666,8579.473
38522,10397.436
39378,-0.0021436494
40234,4100.3354
3,8807.54
859,9070.883
1715,10937.908
2571,13277.611
3427,0.019897243
4283,5957.5654
5139,6151.408
5995,6339.211
6851,6334.3086
7707,6446.6377
8563,6919.671
9419,0.08843672
10275,6291.467
11131,8767.553
11987,10086.086
12843,11043.055
13699,12435.921
14555,14972.818
15411,0.07962028
16267,7209.0156
17123,8454.077
17979,6995.796
18835,6193.9346
19691,8895.807
20547,8929.104
21403,0.014351569
22259,6692.226
23115,9452.141
23971,9318.035
24827,9482.499
25683,14947.563
26539,16243.565
27395,0.008282998
28251,6911.6763
29107,8698.527
29963,7903.521
30819,8041.249
31675,8739.342
32531,9993.434
33387,0.10153097
34243,6936.25
35099,12465.882
35955,11496.184
36811,11903.937
37667,12772.131
38523,16568.748
39379,0.17961323
40235,7207.1455
4,7209.442
860,6642.8057
1716,7604.4673
2572,8998.113
3428,0.050811756
4284,3900.3215
5140,5613.8496
5996,5360.2744
6852,5116.047
7708,5085.2593
8564,5655.6865
9420,0.005101866
10276,4086.2595
11132,6764.462
11988,8068.069
12844,8219.953
13700,8790.319
14556,10808.549
15412,0.043654896
16268,4083.9448
17124,5437.5244
17980,4884.6177
18836,4574.117
19692,5212.833
20548,5690.2524
21404,0.07441651
22260,3632.9978
23116,6228.5986
23972,7089.116
24828,6536.055
25684,8062.8223
26540,9407.72
27396,0.024651926
28252,3986.9888
29108,5517.7607
29964,5253.5903
30820,5107.5874
31676,5633.875
32532,5920.9746
33388,0.0111276945
34244,4023.725
35100,7090.0425
35956,7276.6055
36812,6885.245
37668,7707.986
38524,10289.589
39380,0.103474155
40236,4316.2534
5,7099.794
861,7507.2344
1717,8312.379
2573,10297.943
3429,0.045455378
4285,5696.1606
5141,5496.7065
5997,4959.7095
6853,5340.4883
7709,5245.8086
8565,5975.7144
9421,0.054185674
10277,6044.413
11133,7949.722
11989,7775.4233
12845,8605.337
13701,9411.83
14557,10311.547
15413,-0.093815796
16269,6507.124
17125,5674.9346
17981,5277.1553
18837,5636.804
19693,5422.142
20549,6303.1133
21405,0.06065592
22261,6140.13
23117,7859.5894
23973,7367.203
24829,7480.1953
25685,8312.608
26541,10362.103
27397,0.0030170507
28253,6027.671
29109,5637.4814
29965,5622.558
30821,5687.794
31677,5662.1636
32533,6240.3315
33389,0.03246722
34245,5975.2354
35101,7326.497
35957,7309.466
36813,7988.426
37669,9002.1045
38525,11376.8545
39381,0.05094625
40237,6247.5137
6,3691.3938
862,3713.8398
1718,5729.471
2574,6521.8506
3430,0.07270995
4286,4748.3047
5142,5628.885
5998,4873.9688
6854,5071.8745
7710,5198.6714
8566,5275.9927
9422,0.03280269
10278,4904.151
11134,5847.7744
11990,5820.823
12846,3105.7197
13702,3106.3035
14558,6627.5093
15414,-0.022774186
16270,6752.8516
17126,5648.9688
17982,5307.9956
18838,4820.115
19694,5077.1943
20550,5162.6226
21406,0.046467446
22262,6253.5117
23118,5236.8247
23974,5335.071
24830,5165.8936
25686,5902.2764
26542,6681.396
27398,0.0979694
28254,5564.6533
29110,5758.8223
29966,5125.254
30822,4628.9746
31678,4732.122
32534,4770.9326
33390,0.007586325
34246,3771.5054
35102,5270.9277
35958,5091.0737
36814,5050.907
37670,5137.4023
38526,6032.1567
39382,-0.18968733
40238,264.33792
7,6989.533
863,7101.2295
1719,8189.0903
2575,9192.888
3431,0.0351774
4287,4862.805
5143,5791.7363
5999,5875.5
6855,5775.0273
7711,5838.099
8567,6232.307
9423,0.0015830587
10279,5110.745
11135,6640.0757
11991,7819.66
12847,8518.872
13703,9178.904
14559,14766.308
15415,0.013316749
16271,6603.5815
17127,6308.3643
17983,6270.2295
18839,6030.799
19695,6361.7617
20551,6199.7627
21407,0.06780743
22263,5272.441
23119,7496.5303
23975,8089.004
24831,8531.467
25687,9085.94
26543,10473.246
27399,0.011521114
28255,5232.865
29111,5911.759
29967,6033.9463
30823,6025.86
31679,6335.6504
32535,7001.924
33391,0.009669578
34247,4923.8984
35103,7258.631
35959,7647.148
36815,8217.751
37671,8405.755
38527,10384.789
39383,0.064965904
40239,5259.457
8,10021.982
864,10825.551
1720,11398.468
2576,13742.592
3432,0.46682426
4288,7835.0547
5144,8478.618
6000,8254.121
6856,7954.736
7712,6767.6367
8568,7555.608
9424,0.027612044
10280,5985.8574
11136,7140.1533
11992,7714.1123
12848,8481.772
13704,9216.917
14560,13473.001
15416,0.12025542
16272,6171.119
17128,6365.8047
17984,6337.2095
18840,5755.247
19696,6162.837
20552,5811.974
21408,0.053282
22264,6072.44
23120,7907.5854
23976,8398.759
24832,8730.303
25688,10010.385
26544,11057.02
27400,0.05178193
28256,6254.0366
29112,5896.036
29968,5882.5605
30824,5489.2666
31680,5907.4697
32536,6503.5254
33392,0.010878456
34248,6260.196
35104,7922.9185
35960,7932.347
36816,9530.5
37672,9705.921
38528,13021.947
39384,0.06095768
40240,6106.517
9,5916.086
865,6163.366
1721,6721.0566
2577,7945.796
3433,0.0041631204
4289,4158.023
5145,4237.089
6001,3614.5312
6857,3946.644
7713,2565.205
8569,3745.3403
9425,-0.061568156
10281,4014.3784
11137,5881.298
11993,6419.9697
12849,6093.542
13705,7182.619
14561,7930.9478
15417,0.031653866
16273,4693.954
17129,3649.2324
17985,3046.101
18841,3401.1636
19697,3533.561
20553,3191.007
21409,0.066414565
22265,4420.624
23121,5023.424
23977,5033.1606
24833,5916.605
25689,6464.1924
26545,8759.578
27401,0.01891291
28257,0.95620245
29113,3709.2583
29969,3056.0176
30825,3291.4214
31681,3275.4968
32537,3532.8464
33393,-0.014567106
34249,4562.622
35105,5566.713
35961,5060.137
36817,6371.709
37673,6396.999
38529,8440.984
39385,-0.09387828
40241,4292.869
10,5188.1
866,5379.2563
1722,6381.3555
2578,7142.4556
3434,0.0125600025
4290,3134.5625
5146,4748.4136
6002,4353.817
6858,4366.1523
7714,4593.255
8570,5071.57
9426,-0.016928911
10282,3309.6865
11138,5182.0166
11994,5554.4023
12850,5931.2285
13706,6600.823
14562,9505.607
15418,-0.0120496135
16274,3245.293
17130,4197.564
17986,4364.1914
18842,4364.033
19698,4485.4297
20554,4622.6206
21410,-0.008904864
22266,3100.8113
23122,5637.9062
23978,5788.6436
24834,5808.6323
25690,6497.102
26546,7838.2163
27402,-0.048362408
28258,3069.2412
29114,3970.729
29970,4035.4143
30826,4137.295
31682,4701.6396
32538,4882.0137
33394,-0.027035741
34250,3151.0674
35106,5100.7856
35962,5292.914
36818,5686.2427
37674,5790.7974
38530,7273.2607
39386,-0.046697844
40242,3334.2083
11,6884.792
867,6870.1895
1723,7785.613
2579,10133.875
3435,0.054823
4291,5442.516
5147,5935.9316
6003,5365.1797
6859,5369.5264
7715,5226.6895
8571,6008.7964
9427,0.0044109593
10283,5725.7344
11139,7010.09
11995,7688.176
12851,8111.6797
13707,8506.441
14563,13589.782
15419,0.38168707
16275,6331.1377
17131,6395.0283
17987,5027.1436
18843,4911.9316
19699,5059.085
20555,5519.2295
21411,-0.011808545
22267,4827.3022
23123,6656.4805
23979,6439.0483
24835,7421.8066
25691,7916.558
26547,10156.275
27403,0.050436076
28259,5722.131
29115,5915.9443
29971,5255.0938
30827,5132.3184
31683,5158.0005
32539,6148.188
33395,0.047506496
34251,5785.343
35107,6464.5005
35963,6226.9355
36819,7450.0625
37675,7629.4224
38531,10429.307
39387,0.019866101
40243,5968.1387
12,8067.7837
868,8635.149
1724,9954.801
