Id,Sales
1,5026.101
857,5054.8325
1713,4702.484
2569,5211.059
3425,0.986902
4281,2945.2903
5137,3808.0212
5993,3604.321
6849,3817.856
7705,3383.535
8561,2935.0579
9417,1.7321446
10273,2591.043
11129,3906.471
11985,4255.5283
12841,5348.935
13697,5462.074
14553,5130.724
15409,1.7350596
16265,3589.262
17121,3619.2566
17977,3958.469
18833,3666.3347
19689,3932.5042
20545,3129.7092
21401,1.9255582
22257,4308.71
23113,5148.6772
23969,5258.0073
24825,5347.0376
25681,5649.6655
26537,5844.306
27393,1.9917734
28249,4270.892
29105,3962.1716
29961,3837.1997
30817,3229.5583
31673,4289.9927
32529,4622.6978
33385,2.0783927
34241,4778.2837
35097,5333.5234
35953,4186.0024
36809,5199.238
37665,4438.9365
38521,5588.4
39377,3.3473768
40233,2580.5808
2,6658.931
858,6894.062
1714,6354.85
2570,7653.663
3426,0.9359974
4282,3393.4421
5138,4432.3535
5994,4112.3916
6850,4345.1465
7706,3606.9385
8562,3208.848
9418,1.4898096
10274,2446.2192
11130,5998.327
11986,5120.809
12842,7494.15
13698,7481.987
14554,6676.86
15410,0.39547792
16266,2307.5217
17122,3056.8435
17978,3476.033
18834,3065.3647
19690,3407.7253
20546,3106.3506
21402,0.67825484
22258,2796.4688
23114,5668.412
23970,5856.0015
24826,5884.6533
25682,5040.004
26538,7140.66
27394,0.5324944
28250,2411.993
29106,2797.0547
29962,3000.47
30818,2810.3455
31674,5092.455
32530,5406.4873
33386,0.61971545
34242,2882.6067
35098,6473.998
35954,5677.914
36810,6615.825
37666,5363.1987
38522,7323.033
39378,1.4150103
40234,2038.7855
3,7585.5234
859,7573.053
1715,7352.821
2571,8515.795
3427,1.2257241
4283,3574.0715
5139,4904.6553
5995,4820.2207
6851,5094.9907
7707,4420.771
8563,3888.692
9419,2.1190271
10275,3030.0603
11131,6775.451
11987,6388.8843
12843,8084.6504
13699,8253.983
14555,10594.995
15411,0.990639
16267,3964.7534
17123,6132.074
17979,6885.1836
18835,6238.418
19691,6675.535
20547,5449.1377
21403,1.3480748
22259,4566.7607
23115,9076.999
23971,9378.412
24827,9475.985
25683,10008.908
26539,11104.49
27395,1.3070794
28251,4280.5215
29107,6911.746
29963,6834.1304
30819,5971.6226
31675,7175.384
32531,7778.9824
33387,1.2891161
34243,4880.6484
35099,9461.04
35955,7955.1577
36811,9531.06
37667,8097.437
38523,10935.341
39379,2.7282186
40235,3929.9314
4,5438.887
860,5396.832
1716,5045.1987
2572,5926.1045
3428,0.46808326
4284,2357.8376
5140,3592.5508
5996,3625.2761
6852,3802.656
7708,3209.111
8564,2908.151
9420,1.2462761
10276,2087.0413
11132,4832.918
11988,4688.4917
12844,6274.7905
13700,5959.173
14556,6915.182
15412,0.41536966
16268,2363.608
17124,3719.9355
17980,4228.8696
18836,3886.4778
19692,4143.38
20548,3353.6787
21404,0.7202698
22260,2921.0356
23116,5694.5107
23972,5856.728
24828,5920.6743
25684,6174.944
26540,6830.3706
27396,0.5833636
28252,2586.658
29108,4206.8535
29964,4161.9775
30820,3681.408
31676,4595.124
32532,5014.8184
33388,0.74329203
34244,3212.082
35100,6112.5645
35956,5255.571
36812,6306.76
37668,5023.7427
38524,6786.161
39380,2.401993
40236,2516.5337
5,5800.129
861,5865.5107
1717,5562.3315
2573,6414.3584
3429,0.42152113
4285,3114.3115
5141,4026.8435
5997,3888.8845
6853,4186.262
7709,3511.5107
8565,3076.2095
9421,1.0969508
10277,2756.0435
11133,5140.3496
11989,4931.512
12845,6499.0425
13701,6584.5244
14557,8700.909
15413,0.54473233
16269,3830.1018
17125,4089.0898
17981,4733.3643
18837,4480.37
19693,4589.088
20549,3689.5466
21405,0.8048684
22261,4540.772
23117,6721.1265
23973,7263.689
24829,7320.8057
25685,5953.191
26541,8258.102
27397,0.791552
28253,4056.0188
29109,3725.4753
29965,3828.2605
30821,3321.5725
31677,5828.0234
32533,6249.513
33389,0.81606084
34245,4751.2954
35101,7472.046
35957,6000.164
36813,7541.885
37669,6757.6636
38525,8767.804
39381,1.9086791
40237,3234.976
6,5503.9814
862,5487.4688
1718,5212.451
2574,6078.459
3430,0.5808928
4286,2724.3887
5142,3966.8608
5998,3936.0767
6854,4175.4106
7710,3533.7358
8566,3198.8718
9422,1.355371
10278,2458.0156
11134,4955.442
11990,4793.22
12846,5847.133
13702,6070.232
14558,4545.8994
15414,0.97618264
16270,3397.7764
17126,3592.609
17982,4062.1985
18838,3718.2432
19694,4016.7883
20550,3260.06
21406,1.1045473
22262,3721.16
23118,5323.0186
23974,5491.134
24830,5523.7935
25686,5879.0317
26542,6337.8525
27398,1.1016984
28254,3954.0386
29110,3887.9053
29966,3869.7861
30822,3279.2988
31678,4375.8843
32534,4793.778
33390,1.2324663
34246,4459.9243
35102,5667.3574
35958,4745.9507
36814,5588.059
37670,4669.069
38526,6276.856
39382,2.506127
40238,2767.667
7,6799.904
863,6965.392
1719,6361.9883
2575,7674.167
3431,1.8604562
4287,4303.834
5143,4704.57
5999,4458.661
6855,4659.201
7711,3838.8767
8567,3417.909
9423,3.0626454
10279,3217.9275
11135,6034.4053
11991,5325.0444
12847,7481.7373
13703,7244.392
14559,8334.324
15415,1.4215003
16271,3444.4211
17127,4804.994
17983,5121.2144
18839,4689.65
19695,4968.629
20551,4362.76
21407,1.6870946
22263,3752.9294
23119,6563.588
23975,6533.949
24831,6938.1597
25687,7243.1274
26543,8193.696
27399,1.4335477
28255,3311.4832
29111,5033.96
29967,5109.889
30823,4931.9634
31679,5284.8525
32535,5520.3276
33391,1.5249745
34247,3829.685
35103,6651.948
35959,6011.61
36815,6920.0576
37671,5583.951
38527,8250.756
39383,2.7045593
40239,3080.2913
8,5634.1187
864,5895.0522
1720,5488.8667
2576,6896.239
3432,0.4726231
4288,3116.698
5144,3825.913
6000,3527.007
6856,3755.3
7712,3211.025
8568,2613.922
9424,1.0749589
